country,issue,id,value,value_formatted,start_date_formatted,description,end_date_formatted
Kuwait,censorship,53,Imprisonment as punishment,Imprisonment as punishment,,"Mass arrests , people could be sent to deportation or imprisonment under public morality or Islamic Laws. <br />
<br />
LGBT cinema also censored publicly.",
Kuwait,changing-gender,,na,N/A,"January 1, 2022","There are no laws criminalizing transgender people, but they are still not allowed to change their legal gender.",
Kuwait,non-binary-gender-recognition,58,Not legally recognized,Not legally recognized,,"In Kuwait, it is not possible to legally change one’s gender.",
Kuwait,discrimination,20,No protections,No protections,"June 2, 1960",Homosexuality is illegal there. Homosexuality is currently illegal.,
Kuwait,employment-discrimination,43,No protections,No protections,"June 2, 1960",,
Kuwait,housing-discrimination,47,No protections,No protections,"June 2, 1960",,
Kuwait,adoption,5,Single only,Single only,,No laws in place for same sex couples.,
Kuwait,military,18,Illegal,Illegal,,LGBT people can not serve the military ,
Kuwait,blood,25,Legal,Legal,,No deferral. ,
Kuwait,conversion-therapy,49,Not banned,Not banned,,"According to the ILGA World, there's no ban on conversion therapy in Kuwait.",
Kuwait,age-of-consent,,na,N/A,,Homosexuality is illegal.,
Kyrgyzstan,homosexuality,1,Legal,Legal,"October 1, 1997",,
Kyrgyzstan,marriage,15,Not legal,Not legal,"May 8, 1996","Several provisions within the constitution, the family law and the civil code points to the definition of a marriage as being a union between a man and a woman.",
Kyrgyzstan,censorship,56,No censorship,No censorship,,"In Kyrgyzstan, there are no laws restricting the discussion or promotion of LGBTQ+ topics.",
Kyrgyzstan,changing-gender,51,"Legal, but requires surgery","Legal, but requires surgery",,From soviet times. Missing non binary options on documents.,
Kyrgyzstan,non-binary-gender-recognition,,,,,,
Kyrgyzstan,discrimination,20,No protections,No protections,"December 25, 1991",There are no discrimination laws for sexual orientation and gender identities. The date shown is that of the foundation of the country.,
Kyrgyzstan,employment-discrimination,43,No protections,No protections,,No protections in employment.,
Kyrgyzstan,housing-discrimination,,ambiguous,Ambiguous,,Unknown.,
Kyrgyzstan,adoption,5,Single only,Single only,"January 11, 2005",it is the more open-minded places besides Nepal and tiwan. No laws in place for same sex couples.,
Kyrgyzstan,military,16,Legal,Legal,"December 25, 1991",,
Kyrgyzstan,blood,25,Legal,Legal,,,
Kyrgyzstan,conversion-therapy,49,Not banned,Not banned,,"According to the ILGA, there's no ban on conversion therapy.",
Kyrgyzstan,age-of-consent,27,Equal,Equal,"January 1, 1998",,
Laos,homosexuality,1,Legal,Legal,"January 9, 1990",The penal code for the current political system was not drafted until the 1990 (37 years after the country gained independence),
Laos,marriage,13,Unrecognized,Unrecognized,"November 29, 1990",Gay marriage and Gay Unions pending.,
Laos,censorship,56,No censorship,No censorship,,"In Laos, there are no laws restricting the discussion or promotion of LGBTQ+ topics.",
Laos,changing-gender,51,"Legal, but requires surgery","Legal, but requires surgery","June 18, 2009",Laos legalized changing gender in 2009 but there is no protection laws :(,
Laos,non-binary-gender-recognition,,,,,,
Laos,discrimination,20,No protections,No protections,"October 22, 1953",The constitution does not explicitly cover sexual orientations and gender identities in protection against discrimination,
Laos,employment-discrimination,43,No protections,No protections,"October 22, 1953",No information on this.,
Laos,housing-discrimination,47,No protections,No protections,"October 22, 1953",They have no protections in laos.,
Laos,adoption,,ambiguous,Ambiguous,"December 24, 1990","The Lao family law states in article 38 that people who have ""inappropriate behaviours"" or those who have had their parental rights withdrawn may not adopt children. However, LGBT is not explicitly covered in the way this law is written so the result is ambiguous.",
Laos,military,,ambiguous,Ambiguous,"January 1, 2012",No laws restricting or allowing MSM to donate blood.,
Laos,blood,25,Legal,Legal,,No laws resticting MSM to donate blood.,
Laos,conversion-therapy,49,Not banned,Not banned,,"According to the ILGA World, there's no ban on conversion therapy in Laos.",
Laos,age-of-consent,27,Equal,Equal,,No laws have ever existed for this.,
Latvia,homosexuality,1,Legal,Legal,"January 1, 1992",Article 124.1 that prohibits male-male sex was repealed in 1992,
Latvia,marriage,33,Civil unions,Civil unions,,Civil unions recognized in Latvia.,
Latvia,censorship,56,No censorship,No censorship,,"In Latvia, there are no laws restricting the discussion or promotion of LGBTQ+ topics.",
Latvia,changing-gender,51,"Legal, but requires surgery","Legal, but requires surgery","January 1, 2009","Transgender people allowed to change gender, require surgery. ",
Latvia,non-binary-gender-recognition,58,Not legally recognized,Not legally recognized,,No non-binary recognition.,
Latvia,discrimination,32,Illegal in some contexts,Illegal in some contexts,"November 9, 2006",The labour law was amended to protect LGBTQ+ population in some aspects of the labour market.,
Latvia,employment-discrimination,42,Sexual orientation and gender identity,Sexual orientation and gender identity,"November 9, 2006",,
Latvia,housing-discrimination,45,Sexual orientation and gender identity,Sexual orientation and gender identity,"November 9, 2006",,
Latvia,adoption,5,Single only,Single only,,"Latvian law allows any person over 25 to adopt. However persons who are not married to each other may not adopt the same child. This means that only one person of an unmarried couple can adopt a child. However, lesbian couples can get access to IVF and assisted insemination treatment.",
Latvia,military,16,Legal,Legal,,,
Latvia,blood,25,Legal,Legal,,No restrictions about gay sex.,
Latvia,conversion-therapy,49,Not banned,Not banned,"December 23, 2017",No laws in place.,
Latvia,age-of-consent,27,Equal,Equal,,,
Lebanon,homosexuality,,na,N/A,,"According to Lebanese Law, homosexuality is met with up to 1 year in prison according to article 534 of the Lebanese Penal code. This law is never enforced and even dismissed by Lebanese politicians. This leads to most Lebanese people to say being gay is not a crime in Lebanon",
Lebanon,marriage,13,Unrecognized,Unrecognized,,"Same-sex marriage is not currently legal in Lebanon. The country does not recognize same-sex marriage or any other form of legal partnership for same-sex couples. There have been some calls for the legalization of same-sex marriage in Lebanon, but the issue remains controversial and there has been no significant movement towards changing the current legal status of same-sex marriage in the country.",
Lebanon,censorship,56,No censorship,No censorship,,Many pro-LGBTQ protests and organizations exist in Lebanon,
Lebanon,changing-gender,51,"Legal, but requires surgery","Legal, but requires surgery","January 1, 2016","As well as requiring gender reassignment surgery, they must also be unmarried and not have children.",
Lebanon,non-binary-gender-recognition,58,Not legally recognized,Not legally recognized,,No recognition ,
Lebanon,discrimination,20,No protections,No protections,,No protections from discrimination.,
Lebanon,employment-discrimination,43,No protections,No protections,,No protections.,
Lebanon,housing-discrimination,47,No protections,No protections,,No discrimination protections in housing. Full housing discrimination protection pending.,
Lebanon,adoption,3,Legal,Legal,,No laws against same sex couples.,
Lebanon,military,17,"Don't Ask, Don't Tell","Don't Ask, Don't Tell","March 30, 2019","In 2019 a military tribunal acquited four personnel who accused of sodomy. The judge ruled that the law does not specify what acts are ""contrary to nature"". They were however dismissed from their posts. ",
Lebanon,blood,26,Banned (indefinite deferral),Banned (indefinite deferral),,"Sexual contact with another male, even once.",
Lebanon,conversion-therapy,49,Not banned,Not banned,"January 1, 2013","Homosexuality was declassified as an illness in 2013.<br />
The Lebanese Psychiatric Society, the Lebanese Psychological Association, other professional associations and NGOs have called for banning conversion therapy. To date, it is still legal.",
Lebanon,age-of-consent,27,Equal,Equal,"January 1, 2013",Homosexuality was declassified as an illness in 2013.,
Lesotho,homosexuality,1,Legal,Legal,"March 9, 2012",The Penal Code Act of 2010 decriminalized homosexuality.,
Lesotho,marriage,13,Unrecognized,Unrecognized,"October 4, 1966","The common law definition of marriage is “a union of one man with one woman, to the exclusion, while it lasts, of all others”",
Lesotho,censorship,56,No censorship,No censorship,,"In Lesotho, there are no laws restricting the discussion or promotion of LGBTQ+ topics.",
Lesotho,changing-gender,,ambiguous,Ambiguous,,May possibly change gender under the National Identity Cards Act 9 of 2011.,
