Country,year,MMR,Live Births,Maternal deaths,Women reproductive age (15-49),MM-rate,,Skilled attendance %,"Source MMR, maternal death and Live birth",Comment,Source women reproductive age,Comments,,,,,,,,
New Zealand ,1917,600.0,30573,183,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1918,520.0,28038,146,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1919,500.0,26560,133,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1920,640.0,32356,207,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1921,510.0,31080,159,320000,49.53,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1922,510.0,31577,161,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1923,510.0,30601,156,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1924,500.0,30709,154,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1925,460.0,30912,142,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1926,420.0,31299,131,357000,36.82,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1927,490.0,30787,151,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1928,490.0,30172,148,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1929,480.0,29807,143,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1930,510.0,29961,153,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1931,480.0,29918,144,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1932,400.0,28260,113,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1933,440.0,27840,122,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1934,480.0,27945,134,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1935,420.0,27727,116,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1936,370.0,28638,106,392000,27.03,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1937,360.0,30138,108,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1938,410.0,31136,128,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1939,360.0,33151,119,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1940,290.0,37214,108,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1941,340.0,39479,134,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1942,250.0,38126,95,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1943,220.0,34998,77,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1944,270.0,38359,104,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1945,220.0,41711,92,442000,20.76,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1946,200.0,46712,93,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1947,100.0,49856,50,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1948,100.0,49225,49,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1949,100.0,49004,49,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1950,90.0,49472,45,,,,,"MMR from Loudon, 1992 & LB from Statistics New Zealand http://search.stats.govt.nz/search?w=live+birth+historical&w_pre=live+birth&af_pre=&button.x=31&button.y=9 ",,,,,,,,,,,
New Zealand ,1950,105.2,49414,52,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,1951,72.2,49889,36,459000,7.84,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,1952,90.5,51928,47,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,1953,63.5,51943,33,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,1954,62.8,54131,34,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,1955,61.1,55676,34,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,1956,54.8,56593,31,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,1957,75.2,58484,44,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,1958,51.1,60635,31,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,1959,58.2,61869,36,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,1960,38.2,62850,24,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,1961,38.2,65476,25,536000,4.66,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,1962,29.2,65127,19,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,1963,40.2,64675,26,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,1964,32.0,62459,20,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,1965,21.6,60178,13,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,1966,36.6,60188,22,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,1967,22.9,61169,14,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,1968,24.1,62284,15,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,1969,22.6,61921,14,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,1970,32.2,62207,20,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,1971,21.7,64460,14,651000,2.15,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,1972,15.8,63215,10,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,1973,23.1,60727,14,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,1974,16.9,59336,10,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,1975,23.0,56639,13,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,1976,10.9,55105,6,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,1977,18.5,54179,10,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,1978,9.8,51029,5,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,1979,11.5,52279,6,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,1980,13.8,50542,7,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,1981,3.9,50794,2,780000,0.26,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,1982,14.0,49938,7,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,1983,17.8,50474,9,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,1984,5.8,51636,3,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,1985,13.5,51798,7,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,1986,17.0,52824,9,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,1987,12.7,55254,7,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,1988,17.4,57546,10,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,1989,10.3,58091,6,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,1990,6.6,60153,4,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,1991,15.0,59994,9,898000,1.00,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,1992,8.4,59266,5,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,1993,17.0,58867,10,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,1994,7.0,57435,4,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,1995,3.5,57791,2,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,1996,7.0,57434,4,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,1997,5.2,57734,3,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,1998,6.9,,4,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",Note: The 1997 live birth figure has been used to calculate the 1998 rates,,,,,,,,,,
New Zealand ,1999,7.0,57421,4,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,2000,8.8,56894,5,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",*  In 2000 one of the direct maternal deaths reported occurred in 1932 but was not registered until 2000,,,,,,,,,,
New Zealand ,2001,5.3,56224,3,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,2002,14.7,54515,8,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,2003,7.1,56576,4,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,2004,6.8,58723,4,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,2005,8.5,58727,5,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
New Zealand ,2006,11.6,60274,7,,,,,"LB and mat. Deaths from Ministry of Health, New Zealand ",,,,,,,,,,,
Sri Lanka,1900,1721.4,136051,2342,760496,307.96,,,"LB, maternal deaths and MMR from Department of Census and Statistics, Sri Lanka",,,repro.age 15-45,,,,,,,,
Sri Lanka,1901,1540.4,134252,2068,776826,266.21,,,"LB, maternal deaths and MMR from Department of Census and Statistics, Sri Lanka",,,repro.age 15-45,,,,,,,,
Sri Lanka,1902,1627.3,141893,2309,797077,289.68,,,"LB, maternal deaths and MMR from Department of Census and Statistics, Sri Lanka",,,repro.age 15-45,,,,,,,,
Sri Lanka,1903,1453.8,148027,2152,813245,264.62,,,"LB, maternal deaths and MMR from Department of Census and Statistics, Sri Lanka",,,repro.age 15-45,,,,,,,,
Sri Lanka,1904,1391.4,145253,2021,827344,244.28,,,"LB, maternal deaths and MMR from Department of Census and Statistics, Sri Lanka",,,repro.age 15-45,,,,,,,,
Sri Lanka,1905,1484.2,150785,2238,856691,261.24,,,"LB, maternal deaths and MMR from Department of Census and Statistics, Sri Lanka",,,repro.age 15-45,,,,,,,,
Sri Lanka,1906,1686.3,141847,2392,871418,274.50,,,"LB, maternal deaths and MMR from Department of Census and Statistics, Sri Lanka",,,repro.age 15-45,,,,,,,,
Sri Lanka,1907,1496.1,130403,1951,872032,223.73,,,"LB, maternal deaths and MMR from Department of Census and Statistics, Sri Lanka",,,repro.age 15-45,,,,,,,,
Sri Lanka,1908,1533.8,160713,2465,880245,280.04,,,"LB, maternal deaths and MMR from Department of Census and Statistics, Sri Lanka",,,repro.age 15-45,,,,,,,,
Sri Lanka,1909,1377.5,148891,2051,890622,230.29,,,"LB, maternal deaths and MMR from Department of Census and Statistics, Sri Lanka",,,repro.age 15-45,,,,,,,,
Sri Lanka,1910,903.8,157553,1424,904933,157.36,,,"LB, maternal deaths and MMR from Department of Census and Statistics, Sri Lanka",,,repro.age 15-45,,,,,,,,
Sri Lanka,1911,2327.4,156398,3640,888833,409.53,,,"LB, maternal deaths and MMR from Department of Census and Statistics, Sri Lanka",,,repro.age 15-45,,,,,,,,
Sri Lanka,1912,2331.1,138303,3224,895461,360.04,,,"LB, maternal deaths and MMR from Department of Census and Statistics, Sri Lanka",,,repro.age 15-45,,,,,,,,
Sri Lanka,1913,2029.1,162827,3304,910388,362.92,,,"LB, maternal deaths and MMR from Department of Census and Statistics, Sri Lanka",,,repro.age 15-45,,,,,,,,
Sri Lanka,1914,2493.6,162177,4044,916984,441.01,,,"LB, maternal deaths and MMR from Department of Census and Statistics, Sri Lanka",,,repro.age 15-45,,,,,,,,
Sri Lanka,1915,2329.9,160950,3750,939416,399.18,,,"LB, maternal deaths and MMR from Department of Census and Statistics, Sri Lanka",,,repro.age 15-45,,,,,,,,
Sri Lanka,1916,2298.1,174928,4020,966982,415.73,,,"LB, maternal deaths and MMR from Department of Census and Statistics, Sri Lanka",,,repro.age 15-45,,,,,,,,
Sri Lanka,1917,2044.8,183975,3762,990025,379.99,,,"LB, maternal deaths and MMR from Department of Census and Statistics, Sri Lanka",,,repro.age 15-45,,,,,,,,
Sri Lanka,1918,2186.7,183384,4010,1008925,397.45,,,"LB, maternal deaths and MMR from Department of Census and Statistics, Sri Lanka",,,repro.age 15-45,,,,,,,,
Sri Lanka,1919,2270.1,161403,3664,1019014,359.56,,,"LB, maternal deaths and MMR from Department of Census and Statistics, Sri Lanka",,,repro.age 15-45,,,,,,,,
Sri Lanka,1920,1767.1,163719,2893,967650,298.97,,,"LB, maternal deaths and MMR from Department of Census and Statistics, Sri Lanka",,,repro.age 15-45,,,,,,,,
Sri Lanka,1921,2099.9,183917,3862,971734,397.43,,,"LB, maternal deaths and MMR from Department of Census and Statistics, Sri Lanka",,,repro.age 15-45,,,,,,,,
Sri Lanka,1922,2029.4,179856,3650,1008085,362.07,,,"LB, maternal deaths and MMR from Department of Census and Statistics, Sri Lanka",,,repro.age 15-45,,,,,,,,
Sri Lanka,1923,2156.1,181437,3912,1026272,381.19,,,"LB, maternal deaths and MMR from Department of Census and Statistics, Sri Lanka",,,repro.age 15-45,,,,,,,,
Sri Lanka,1924,1910.4,178867,3417,1058833,322.71,,,"LB, maternal deaths and MMR from Department of Census and Statistics, Sri Lanka",,,repro.age 15-45,,,,,,,,
Sri Lanka,1925,1850.3,193261,3576,1088780,328.44,,,"LB, maternal deaths and MMR from Department of Census and Statistics, Sri Lanka",,,repro.age 15-45,,,,,,,,
Sri Lanka,1926,1909.7,206888,3951,1115527,354.18,,,"LB, maternal deaths and MMR from Department of Census and Statistics, Sri Lanka",,,repro.age 15-45,,,,,,,,
Sri Lanka,1927,1749.7,205469,3595,1149916,312.63,,,"LB, maternal deaths and MMR from Department of Census and Statistics, Sri Lanka",,,repro.age 15-45,,,,,,,,
Sri Lanka,1928,1917.9,213308,4091,1178897,347.02,,,"LB, maternal deaths and MMR from Department of Census and Statistics, Sri Lanka",,,repro.age 15-45,,,,,,,,
Sri Lanka,1929,2035.8,198005,4031,,,,,"LB, maternal deaths and MMR from Department of Census and Statistics, Sri Lanka",,,repro.age 15-45,,,,,,,,
Sri Lanka,1930,2136.0,205106,4381,,,,,"LB, maternal deaths and MMR from Department of Census and Statistics, Sri Lanka",,,repro.age 15-45,,,,,,,,
Sri Lanka,1931,2079.6,199170,4142,,,,,"LB, maternal deaths and MMR from Department of Census and Statistics, Sri Lanka",,,repro.age 15-45,,,,,,,,
Sri Lanka,1932,1916.5,199370,3821,,,,,"LB, maternal deaths and MMR from Department of Census and Statistics, Sri Lanka",,,repro.age 15-45,,,,,,,,
Sri Lanka,1933,1857.1,209032,3882,,,,,"LB, maternal deaths and MMR from Department of Census and Statistics, Sri Lanka",,,repro.age 15-45,,,,,,,,
Sri Lanka,1934,2012.0,206512,4155,,,,,"LB, maternal deaths and MMR from Department of Census and Statistics, Sri Lanka",,,repro.age 15-45,,,,,,,,
