---
title: Causes of Death in France from 1925 to 1999
source: The data is made available by INED <www.ined.fr> at
  <https://www.ined.fr/en/everything_about_population/data/online-databases/death_causes_since_1925/>
  The original data authors are Jacques Vallin <vallin@ined.fr> and France
  Meslé <mesle@ined.fr>.
variables:
    year : period calendar year
    sex  : -
    age  : age groups in years [a, b]
    cod  : cause of death category (ICD-9 code)
    mx   : death rate
note: The data was downloaded in June 2014 in the form of `html` tables made
  availabe by the INED web interface. It was then converted into `.csv` format
  and aggregated into the current form.
author: Jonas Schöley <jonas.schoeley@kolabnow.com>
date: 2015-08-19
...

year,sex,age,cod,mx
1937,male,60-64,000*-999*,3255.23
1938,male,60-64,000*-999*,3319.59
1939,male,60-64,000*-999*,3357.34
1940,male,60-64,000*-999*,3853.42
1941,male,60-64,000*-999*,3652.12
1942,male,60-64,000*-999*,3475.42
1943,male,60-64,000*-999*,3163.14
1944,male,60-64,000*-999*,3393.89
1945,male,60-64,000*-999*,2927.84
1946,male,60-64,000*-999*,2554.72
1947,male,60-64,000*-999*,2469.11
1948,male,60-64,000*-999*,2568.76
1949,male,60-64,000*-999*,2680.24
1950,male,60-64,000*-999*,2575.21
1951,male,60-64,000*-999*,2673.38
1952,male,60-64,000*-999*,2561.82
1953,male,60-64,000*-999*,2667.03
1954,male,60-64,000*-999*,2582.26
1955,male,60-64,000*-999*,2598.78
1956,male,60-64,000*-999*,2681.03
1957,male,60-64,000*-999*,2654.44
1958,male,60-64,000*-999*,2405.06
1959,male,60-64,000*-999*,2456.36
1960,male,60-64,000*-999*,2553.9
1961,male,60-64,000*-999*,2456.19
1962,male,60-64,000*-999*,2553.38
1963,male,60-64,000*-999*,2660.89
1964,male,60-64,000*-999*,2496.46
1965,male,60-64,000*-999*,2573.81
1966,male,60-64,000*-999*,2486.1
1967,male,60-64,000*-999*,2517.25
1968,male,60-64,000*-999*,2513.61
1969,male,60-64,000*-999*,2615.35
1970,male,60-64,000*-999*,2371.05
1971,male,60-64,000*-999*,2346.31
1972,male,60-64,000*-999*,2294.75
1973,male,60-64,000*-999*,2243.59
1974,male,60-64,000*-999*,2246.79
1975,male,60-64,000*-999*,2245.59
1976,male,60-64,000*-999*,2237.85
1977,male,60-64,000*-999*,2145.63
1978,male,60-64,000*-999*,2181.12
1979,male,60-64,000*-999*,2053.78
1980,male,60-64,000*-999*,1973.79
1981,male,60-64,000*-999*,1960.52
1982,male,60-64,000*-999*,1930.35
1983,male,60-64,000*-999*,1926.74
1984,male,60-64,000*-999*,1938.33
1985,male,60-64,000*-999*,1914.89
1986,male,60-64,000*-999*,1899.93
1987,male,60-64,000*-999*,1827.46
1988,male,60-64,000*-999*,1782.55
1989,male,60-64,000*-999*,1774.53
1990,male,60-64,000*-999*,1720.99
1991,male,60-64,000*-999*,1697.85
1992,male,60-64,000*-999*,1651.87
1993,male,60-64,000*-999*,1645.36
1994,male,60-64,000*-999*,1565
1995,male,60-64,000*-999*,1552.72
1996,male,60-64,000*-999*,1533.16
1997,male,60-64,000*-999*,1469.35
1998,male,60-64,000*-999*,1434.44
1999,male,60-64,000*-999*,1382.77
1925,male,65-69,000*-999*,5056.72
1926,male,65-69,000*-999*,4966.86
1927,male,65-69,000*-999*,4723.86
1928,male,65-69,000*-999*,4719.31
1929,male,65-69,000*-999*,5179.64
1930,male,65-69,000*-999*,4728.21
1931,male,65-69,000*-999*,4852.34
1932,male,65-69,000*-999*,4772.33
1933,male,65-69,000*-999*,4874.48
1934,male,65-69,000*-999*,4754.16
1935,male,65-69,000*-999*,4885.18
1936,male,65-69,000*-999*,4811.79
1937,male,65-69,000*-999*,4757.91
1938,male,65-69,000*-999*,4778.55
1939,male,65-69,000*-999*,4790.94
1940,male,65-69,000*-999*,5584.72
1941,male,65-69,000*-999*,5274.93
1942,male,65-69,000*-999*,5255.79
1943,male,65-69,000*-999*,4761.15
1944,male,65-69,000*-999*,5087.51
1945,male,65-69,000*-999*,4451.67
1946,male,65-69,000*-999*,3875.77
1947,male,65-69,000*-999*,3767.85
1948,male,65-69,000*-999*,3813.85
1949,male,65-69,000*-999*,4079.59
1950,male,65-69,000*-999*,3899.36
1951,male,65-69,000*-999*,4084.47
1952,male,65-69,000*-999*,3846.02
1953,male,65-69,000*-999*,4087.56
1954,male,65-69,000*-999*,3795.26
1955,male,65-69,000*-999*,3819.11
1956,male,65-69,000*-999*,3966.27
1957,male,65-69,000*-999*,3961.03
1958,male,65-69,000*-999*,3572.21
1959,male,65-69,000*-999*,3612
1960,male,65-69,000*-999*,3707.73
1961,male,65-69,000*-999*,3555.42
1962,male,65-69,000*-999*,3786.38
1963,male,65-69,000*-999*,3889.02
1964,male,65-69,000*-999*,3661.82
1965,male,65-69,000*-999*,3840.39
1966,male,65-69,000*-999*,3783.78
1967,male,65-69,000*-999*,3827.14
1968,male,65-69,000*-999*,3827
1969,male,65-69,000*-999*,4023.05
1970,male,65-69,000*-999*,3614.54
1971,male,65-69,000*-999*,3615.34
1972,male,65-69,000*-999*,3610.1
1973,male,65-69,000*-999*,3508.24
1974,male,65-69,000*-999*,3436.7
1975,male,65-69,000*-999*,3468.98
1976,male,65-69,000*-999*,3370.27
1977,male,65-69,000*-999*,3190.77
1978,male,65-69,000*-999*,3156.7
1979,male,65-69,000*-999*,3080.19
1980,male,65-69,000*-999*,3042.68
1981,male,65-69,000*-999*,3032.23
1982,male,65-69,000*-999*,2947.7
1983,male,65-69,000*-999*,2959.52
1984,male,65-69,000*-999*,2783.31
1985,male,65-69,000*-999*,2703.33
1986,male,65-69,000*-999*,2627.42
1987,male,65-69,000*-999*,2574.88
1988,male,65-69,000*-999*,2503.49
1989,male,65-69,000*-999*,2518.1
1990,male,65-69,000*-999*,2421.67
1991,male,65-69,000*-999*,2409.87
1992,male,65-69,000*-999*,2389.65
1993,male,65-69,000*-999*,2356.42
1994,male,65-69,000*-999*,2296.2
1995,male,65-69,000*-999*,2328.15
1996,male,65-69,000*-999*,2298.53
1997,male,65-69,000*-999*,2218.59
1998,male,65-69,000*-999*,2161.58
1999,male,65-69,000*-999*,2123.78
1925,male,70-74,000*-999*,7774.72
1926,male,70-74,000*-999*,7690.69
1927,male,70-74,000*-999*,7431.9
1928,male,70-74,000*-999*,7272.81
1929,male,70-74,000*-999*,7999.4
1930,male,70-74,000*-999*,7128.95
1931,male,70-74,000*-999*,7566.23
1932,male,70-74,000*-999*,7286.37
1933,male,70-74,000*-999*,7438
1934,male,70-74,000*-999*,7109.88
1935,male,70-74,000*-999*,7488.17
1936,male,70-74,000*-999*,7378.13
1937,male,70-74,000*-999*,7174.9
1938,male,70-74,000*-999*,7402.72
1939,male,70-74,000*-999*,7656.85
1940,male,70-74,000*-999*,8807.44
1941,male,70-74,000*-999*,7981.73
1942,male,70-74,000*-999*,8053.69
1943,male,70-74,000*-999*,7320.84
1944,male,70-74,000*-999*,7790.3
1945,male,70-74,000*-999*,6870.41
1946,male,70-74,000*-999*,6078.94
1947,male,70-74,000*-999*,6016.55
1948,male,70-74,000*-999*,5854.02
1949,male,70-74,000*-999*,6552.12
1950,male,70-74,000*-999*,6130.74
1951,male,70-74,000*-999*,6448.16
1952,male,70-74,000*-999*,6008.56
1953,male,70-74,000*-999*,6415.86
1954,male,70-74,000*-999*,5927.37
1955,male,70-74,000*-999*,6010.03
1956,male,70-74,000*-999*,6168.76
1957,male,70-74,000*-999*,6120.5
1958,male,70-74,000*-999*,5515.52
1959,male,70-74,000*-999*,5619.36
1960,male,70-74,000*-999*,5726.65
1961,male,70-74,000*-999*,5382.91
1962,male,70-74,000*-999*,5705.79
1963,male,70-74,000*-999*,5857.93
1964,male,70-74,000*-999*,5495.93
1965,male,70-74,000*-999*,5681.54
1966,male,70-74,000*-999*,5421.01
1967,male,70-74,000*-999*,5574.25
1968,male,70-74,000*-999*,5652.81
1969,male,70-74,000*-999*,6015.5
1970,male,70-74,000*-999*,5476.27
1971,male,70-74,000*-999*,5558.57
1972,male,70-74,000*-999*,5442.72
1973,male,70-74,000*-999*,5395.95
1974,male,70-74,000*-999*,5340.19
1975,male,70-74,000*-999*,5329.12
1976,male,70-74,000*-999*,5231.75
1977,male,70-74,000*-999*,5001.78
1978,male,70-74,000*-999*,4983.08
1979,male,70-74,000*-999*,4820.4
1980,male,70-74,000*-999*,4778.08
1981,male,70-74,000*-999*,4691.04
1982,male,70-74,000*-999*,4491.83
1983,male,70-74,000*-999*,4472.07
1984,male,70-74,000*-999*,4296.22
1985,male,70-74,000*-999*,4317.02
1986,male,70-74,000*-999*,4281.62
1987,male,70-74,000*-999*,4145.52
1988,male,70-74,000*-999*,3935.43
1989,male,70-74,000*-999*,3763.76
1990,male,70-74,000*-999*,3537
1991,male,70-74,000*-999*,3463.39
1992,male,70-74,000*-999*,3450.15
1993,male,70-74,000*-999*,3445.23
1994,male,70-74,000*-999*,3396.7
1995,male,70-74,000*-999*,3411.42
1996,male,70-74,000*-999*,3415.92
1997,male,70-74,000*-999*,3363.99
1998,male,70-74,000*-999*,3319.06
1999,male,70-74,000*-999*,3278.08
1925,male,75-79,000*-999*,12091.46
1926,male,75-79,000*-999*,12117.29
1927,male,75-79,000*-999*,11868.52
1928,male,75-79,000*-999*,11446.34
1929,male,75-79,000*-999*,12964.56
1930,male,75-79,000*-999*,11055.67
1931,male,75-79,000*-999*,12062.26
1932,male,75-79,000*-999*,11579.12
1933,male,75-79,000*-999*,11597.66
1934,male,75-79,000*-999*,11224.33
1935,male,75-79,000*-999*,11574.51
1936,male,75-79,000*-999*,11408.46
1937,male,75-79,000*-999*,11011.08
1938,male,75-79,000*-999*,11307.73
1939,male,75-79,000*-999*,11846.8
1940,male,75-79,000*-999*,14079.78
1941,male,75-79,000*-999*,13202.2
1942,male,75-79,000*-999*,13279.94
1943,male,75-79,000*-999*,11726.79
1944,male,75-79,000*-999*,12428.74
1945,male,75-79,000*-999*,11019.67
1946,male,75-79,000*-999*,9819.48
1947,male,75-79,000*-999*,9539.47
1948,male,75-79,000*-999*,9165.74
1949,male,75-79,000*-999*,10483.11
1950,male,75-79,000*-999*,9603.74
1951,male,75-79,000*-999*,10449.13
1952,male,75-79,000*-999*,9522.69
1953,male,75-79,000*-999*,10437.92
1954,male,75-79,000*-999*,9419.49
1955,male,75-79,000*-999*,9577.32
1956,male,75-79,000*-999*,10032.77
1957,male,75-79,000*-999*,9560.82
1958,male,75-79,000*-999*,8885.87
1959,male,75-79,000*-999*,8799.99
1960,male,75-79,000*-999*,9083.64
1961,male,75-79,000*-999*,8553.81
1962,male,75-79,000*-999*,9095.13
1963,male,75-79,000*-999*,9375.68
1964,male,75-79,000*-999*,8490.51
1965,male,75-79,000*-999*,8868.97
1966,male,75-79,000*-999*,8402.47
1967,male,75-79,000*-999*,8547.14
1968,male,75-79,000*-999*,8673.68
1969,male,75-79,000*-999*,8976.24
1970,male,75-79,000*-999*,8331.76
1971,male,75-79,000*-999*,8262.53
1972,male,75-79,000*-999*,8268.42
1973,male,75-79,000*-999*,8278.5
1974,male,75-79,000*-999*,8207.69
1975,male,75-79,000*-999*,8319.26
1976,male,75-79,000*-999*,8157.31
1977,male,75-79,000*-999*,7755.12
1978,male,75-79,000*-999*,7872.67
1979,male,75-79,000*-999*,7631.03
1980,male,75-79,000*-999*,7516.76
1981,male,75-79,000*-999*,7494.88
1982,male,75-79,000*-999*,7204.7
1983,male,75-79,000*-999*,7307.49
1984,male,75-79,000*-999*,6987.3
1985,male,75-79,000*-999*,6954.99
1986,male,75-79,000*-999*,6771.75
1987,male,75-79,000*-999*,6354.05
1988,male,75-79,000*-999*,6140.84
1989,male,75-79,000*-999*,6027.77
1990,male,75-79,000*-999*,5897.31
1991,male,75-79,000*-999*,5863.61
1992,male,75-79,000*-999*,5784.03
1993,male,75-79,000*-999*,5665.42
1994,male,75-79,000*-999*,5304.53
1995,male,75-79,000*-999*,5183.22
1996,male,75-79,000*-999*,5102.46
1997,male,75-79,000*-999*,5050.61
1998,male,75-79,000*-999*,5094.9
1999,male,75-79,000*-999*,5103.34
1925,male,80-84,000*-999*,19297.81
1926,male,80-84,000*-999*,19269.29
1927,male,80-84,000*-999*,19327.99
1928,male,80-84,000*-999*,17935.29
1929,male,80-84,000*-999*,20828.01
1930,male,80-84,000*-999*,16668.98
1931,male,80-84,000*-999*,18480.39
1932,male,80-84,000*-999*,17773.92
1933,male,80-84,000*-999*,18381.44
1934,male,80-84,000*-999*,16956.61
1935,male,80-84,000*-999*,18266.17
1936,male,80-84,000*-999*,18024.63
1937,male,80-84,000*-999*,17290.92
1938,male,80-84,000*-999*,18035.48
1939,male,80-84,000*-999*,18438.62
1940,male,80-84,000*-999*,23236.92
1941,male,80-84,000*-999*,20841.09
1942,male,80-84,000*-999*,21432.94
1943,male,80-84,000*-999*,18902.33
1944,male,80-84,000*-999*,20096.32
1945,male,80-84,000*-999*,17901.4
1946,male,80-84,000*-999*,15576.45
1947,male,80-84,000*-999*,15394.86
1948,male,80-84,000*-999*,14472.41
1949,male,80-84,000*-999*,17055.79
1950,male,80-84,000*-999*,15611.8
1951,male,80-84,000*-999*,16968.29
1952,male,80-84,000*-999*,15157.03
1953,male,80-84,000*-999*,16452.27
1954,male,80-84,000*-999*,14885.06
1955,male,80-84,000*-999*,15224.86
1956,male,80-84,000*-999*,15905.35
1957,male,80-84,000*-999*,14869.28
1958,male,80-84,000*-999*,14225.36
1959,male,80-84,000*-999*,14273.46
1960,male,80-84,000*-999*,14533.62
1961,male,80-84,000*-999*,13530.76
1962,male,80-84,000*-999*,14655.13
1963,male,80-84,000*-999*,14781.63
1964,male,80-84,000*-999*,13582.94
1965,male,80-84,000*-999*,13970.4
1966,male,80-84,000*-999*,13161.67
1967,male,80-84,000*-999*,13693.63
1968,male,80-84,000*-999*,13719.1
1969,male,80-84,000*-999*,13763.95
1970,male,80-84,000*-999*,13136.81
1971,male,80-84,000*-999*,13105.11
1972,male,80-84,000*-999*,12731.59
1973,male,80-84,000*-999*,13057.24
1974,male,80-84,000*-999*,12613.56
1975,male,80-84,000*-999*,12854.97
1976,male,80-84,000*-999*,12539.82
1977,male,80-84,000*-999*,11804.24
1978,male,80-84,000*-999*,12237.52
1979,male,80-84,000*-999*,11898.43
1980,male,80-84,000*-999*,11991.68
1981,male,80-84,000*-999*,12039.13
1982,male,80-84,000*-999*,11407.2
1983,male,80-84,000*-999*,11743.29
1984,male,80-84,000*-999*,11119.54
1985,male,80-84,000*-999*,11423.01
1986,male,80-84,000*-999*,11032.42
1987,male,80-84,000*-999*,10452.78
1988,male,80-84,000*-999*,10087.97
1989,male,80-84,000*-999*,9952.9
1990,male,80-84,000*-999*,9743.96
1991,male,80-84,000*-999*,9554.7
1992,male,80-84,000*-999*,9180.9
1993,male,80-84,000*-999*,9296.4
1994,male,80-84,000*-999*,8820.63
1995,male,80-84,000*-999*,8971.95
1996,male,80-84,000*-999*,9194.76
1997,male,80-84,000*-999*,8936.54
1998,male,80-84,000*-999*,8894.75
1999,male,80-84,000*-999*,8344.74
1925,male,85-89,000*-999*,29069.76
1926,male,85-89,000*-999*,28045.13
1927,male,85-89,000*-999*,28674.93
1928,male,85-89,000*-999*,26849.82
1929,male,85-89,000*-999*,30659.9
1930,male,85-89,000*-999*,25399.19
1931,male,85-89,000*-999*,29259.69
1932,male,85-89,000*-999*,27370.53
1933,male,85-89,000*-999*,28069.95
1934,male,85-89,000*-999*,25541.04
1935,male,85-89,000*-999*,27060.15
1936,male,85-89,000*-999*,26376.28
1937,male,85-89,000*-999*,25045.86
1938,male,85-89,000*-999*,27106.55
1939,male,85-89,000*-999*,28238.66
1940,male,85-89,000*-999*,34433.5
1941,male,85-89,000*-999*,29650.09
1942,male,85-89,000*-999*,29885.83
1943,male,85-89,000*-999*,26102.97
1944,male,85-89,000*-999*,29583.96
1945,male,85-89,000*-999*,27285.89
1946,male,85-89,000*-999*,24123.24
1947,male,85-89,000*-999*,23716.52
1948,male,85-89,000*-999*,21670.41
1949,male,85-89,000*-999*,25811.5
1950,male,85-89,000*-999*,23814.46
1951,male,85-89,000*-999*,26322.7
1952,male,85-89,000*-999*,24272.99
1953,male,85-89,000*-999*,26362
1954,male,85-89,000*-999*,24029.19
1955,male,85-89,000*-999*,24151.88
1956,male,85-89,000*-999*,25541.31
1957,male,85-89,000*-999*,23676.99
1958,male,85-89,000*-999*,21909.89
1959,male,85-89,000*-999*,21505.28
1960,male,85-89,000*-999*,22710.18
1961,male,85-89,000*-999*,20837.88
1962,male,85-89,000*-999*,22731.55
1963,male,85-89,000*-999*,22850.66
1964,male,85-89,000*-999*,20332
1965,male,85-89,000*-999*,21871.99
1966,male,85-89,000*-999*,20107.4
1967,male,85-89,000*-999*,20459.18
1968,male,85-89,000*-999*,21198.02
1969,male,85-89,000*-999*,20508.44
1970,male,85-89,000*-999*,19903.28
1971,male,85-89,000*-999*,20448.15
1972,male,85-89,000*-999*,19453.51
1973,male,85-89,000*-999*,20216.44
1974,male,85-89,000*-999*,19310.46
1975,male,85-89,000*-999*,19810.49
1976,male,85-89,000*-999*,19526.08
1977,male,85-89,000*-999*,18445.31
1978,male,85-89,000*-999*,19081.66
1979,male,85-89,000*-999*,18439.03
1980,male,85-89,000*-999*,18192.81
1981,male,85-89,000*-999*,18619.85
1982,male,85-89,000*-999*,18009.95
1983,male,85-89,000*-999*,18590.92
1984,male,85-89,000*-999*,17931.03
1985,male,85-89,000*-999*,18271.24
1986,male,85-89,000*-999*,17630.92
1987,male,85-89,000*-999*,16591.77
1988,male,85-89,000*-999*,16272.8
1989,male,85-89,000*-999*,16126.75
1990,male,85-89,000*-999*,15974.3
1991,male,85-89,000*-999*,15459.48
1992,male,85-89,000*-999*,15126.94
1993,male,85-89,000*-999*,15374.94
1994,male,85-89,000*-999*,14798.74
1995,male,85-89,000*-999*,14873.85
1996,male,85-89,000*-999*,14870.37
1997,male,85-89,000*-999*,14383.15
1998,male,85-89,000*-999*,14510.83
1999,male,85-89,000*-999*,14329.79
1925,male,90-94,000*-999*,40851.35
1926,male,90-94,000*-999*,39829.64
1927,male,90-94,000*-999*,39568.51
1928,male,90-94,000*-999*,39121.71
1929,male,90-94,000*-999*,44666.74
1930,male,90-94,000*-999*,34040.56
1931,male,90-94,000*-999*,42254.88
1932,male,90-94,000*-999*,36941.39
1933,male,90-94,000*-999*,39904.32
1934,male,90-94,000*-999*,35705.36
1935,male,90-94,000*-999*,40292.7
1936,male,90-94,000*-999*,40580.49
1937,male,90-94,000*-999*,42428.17
1938,male,90-94,000*-999*,39968.27
1939,male,90-94,000*-999*,42903.47
1940,male,90-94,000*-999*,55256.64
1941,male,90-94,000*-999*,44892.93
1942,male,90-94,000*-999*,45827.96
1943,male,90-94,000*-999*,39067.94
1944,male,90-94,000*-999*,41841.14
1945,male,90-94,000*-999*,37497.36
1946,male,90-94,000*-999*,31585.39
1947,male,90-94,000*-999*,32211.92
1948,male,90-94,000*-999*,29820.98
1949,male,90-94,000*-999*,36340.77
1950,male,90-94,000*-999*,34314.37
1951,male,90-94,000*-999*,36663.79
1952,male,90-94,000*-999*,34388.76
1953,male,90-94,000*-999*,37573.95
1954,male,90-94,000*-999*,32668.64
1955,male,90-94,000*-999*,33913.17
1956,male,90-94,000*-999*,36948.72
1957,male,90-94,000*-999*,35836.2
1958,male,90-94,000*-999*,35637.24
1959,male,90-94,000*-999*,33910.34
1960,male,90-94,000*-999*,34933.43
1961,male,90-94,000*-999*,31109.42
1962,male,90-94,000*-999*,35059.59
1963,male,90-94,000*-999*,33614.53
1964,male,90-94,000*-999*,28978.49
1965,male,90-94,000*-999*,31314.32
1966,male,90-94,000*-999*,29557.7
1967,male,90-94,000*-999*,31687.49
1968,male,90-94,000*-999*,32525.74
1969,male,90-94,000*-999*,32894.9
1970,male,90-94,000*-999*,29468.09
1971,male,90-94,000*-999*,30577.82
1972,male,90-94,000*-999*,28252.48
1973,male,90-94,000*-999*,29733.19
1974,male,90-94,000*-999*,28388.38
1975,male,90-94,000*-999*,29428.92
1976,male,90-94,000*-999*,29636.18
1977,male,90-94,000*-999*,28281.33
1978,male,90-94,000*-999*,28617.23
1979,male,90-94,000*-999*,27607.68
1980,male,90-94,000*-999*,28004.27
1981,male,90-94,000*-999*,29000.65
1982,male,90-94,000*-999*,27876.48
1983,male,90-94,000*-999*,28577.45
1984,male,90-94,000*-999*,26634.33
1985,male,90-94,000*-999*,27601.63
1986,male,90-94,000*-999*,26829.91
1987,male,90-94,000*-999*,26000.96
1988,male,90-94,000*-999*,25049.67
1989,male,90-94,000*-999*,24974.24
1990,male,90-94,000*-999*,25255.31
1991,male,90-94,000*-999*,24240.17
1992,male,90-94,000*-999*,23748.87
1993,male,90-94,000*-999*,24087.86
1994,male,90-94,000*-999*,22957.68
1995,male,90-94,000*-999*,23487.42
1996,male,90-94,000*-999*,23700.89
1997,male,90-94,000*-999*,23627.14
1998,male,90-94,000*-999*,23156.41
1999,male,90-94,000*-999*,23406.07
1925,male,95-99,000*-999*,48981.42
1926,male,95-99,000*-999*,52258.66
1927,male,95-99,000*-999*,44616.72
1928,male,95-99,000*-999*,42716.14
1929,male,95-99,000*-999*,45357.36
1930,male,95-99,000*-999*,37627.62
1931,male,95-99,000*-999*,45540.36
1932,male,95-99,000*-999*,41336.24
1933,male,95-99,000*-999*,49213.16
1934,male,95-99,000*-999*,50760.55
1935,male,95-99,000*-999*,51375.58
1936,male,95-99,000*-999*,45402.51
1937,male,95-99,000*-999*,44065.02
1938,male,95-99,000*-999*,55327.09
1939,male,95-99,000*-999*,56417.31
1940,male,95-99,000*-999*,79569.27
1941,male,95-99,000*-999*,52289.22
1942,male,95-99,000*-999*,54187.4
1943,male,95-99,000*-999*,45327.65
1944,male,95-99,000*-999*,52738.1
1945,male,95-99,000*-999*,56825.5
1946,male,95-99,000*-999*,58131.02
1947,male,95-99,000*-999*,54751.94
1948,male,95-99,000*-999*,50147.79
1949,male,95-99,000*-999*,51982.13
1950,male,95-99,000*-999*,41791.14
1951,male,95-99,000*-999*,38546.44
1952,male,95-99,000*-999*,34543.08
1953,male,95-99,000*-999*,37958.05
1954,male,95-99,000*-999*,41040.67
1955,male,95-99,000*-999*,35277.81
1956,male,95-99,000*-999*,35662.39
1957,male,95-99,000*-999*,36886.11
1958,male,95-99,000*-999*,37486.94
1959,male,95-99,000*-999*,37328.94
1960,male,95-99,000*-999*,40257.72
1961,male,95-99,000*-999*,41660.65
1962,male,95-99,000*-999*,41984.95
1963,male,95-99,000*-999*,41815.19
1964,male,95-99,000*-999*,36038.35
1965,male,95-99,000*-999*,35589.61
1966,male,95-99,000*-999*,38263.62
1967,male,95-99,000*-999*,42221.48
1968,male,95-99,000*-999*,40450.24
1969,male,95-99,000*-999*,41356.54
1970,male,95-99,000*-999*,40106.1
1971,male,95-99,000*-999*,41153.28
1972,male,95-99,000*-999*,38984.7
1973,male,95-99,000*-999*,42048.34
1974,male,95-99,000*-999*,40409.53
1975,male,95-99,000*-999*,36337.78
1976,male,95-99,000*-999*,38398.69
1977,male,95-99,000*-999*,34816.52
1978,male,95-99,000*-999*,35131.97
1979,male,95-99,000*-999*,36343.71
1980,male,95-99,000*-999*,38519.76
1981,male,95-99,000*-999*,39744.9
1982,male,95-99,000*-999*,39020.46
1983,male,95-99,000*-999*,39902.99
1984,male,95-99,000*-999*,39376.87
1985,male,95-99,000*-999*,42033.38
1986,male,95-99,000*-999*,41089.99
1987,male,95-99,000*-999*,39801.42
1988,male,95-99,000*-999*,37218.4
1989,male,95-99,000*-999*,36631.17
1990,male,95-99,000*-999*,36484.35
1991,male,95-99,000*-999*,35686.74
1992,male,95-99,000*-999*,34246.51
1993,male,95-99,000*-999*,35853.83
1994,male,95-99,000*-999*,35118
1995,male,95-99,000*-999*,35474.37
1996,male,95-99,000*-999*,34617.25
1997,male,95-99,000*-999*,33465.13
1998,male,95-99,000*-999*,31916.73
1999,male,95-99,000*-999*,32037.79
1925,male,100+,000*-999*,80002.76
1926,male,100+,000*-999*,72502.03
1927,male,100+,000*-999*,84002.08
1928,male,100+,000*-999*,90003.78
1929,male,100+,000*-999*,125002.85
1930,male,100+,000*-999*,74286.93
1931,male,100+,000*-999*,100008.13
1932,male,100+,000*-999*,56670.53
1933,male,100+,000*-999*,43334.33
1934,male,100+,000*-999*,35001.89
1935,male,100+,000*-999*,173335.49
1936,male,100+,000*-999*,100000.68
1937,male,100+,000*-999*,108006.17
1938,male,100+,000*-999*,80007.97
1939,male,100+,000*-999*,126331.75
1940,male,100+,000*-999*,180193.87
1941,male,100+,000*-999*,100022.03
1942,male,100+,000*-999*,140027.69
1943,male,100+,000*-999*,185292.67
1944,male,100+,000*-999*,186129.54
1945,male,100+,000*-999*,179817.39
1946,male,100+,000*-999*,243428.02
1947,male,100+,000*-999*,167497.22
1948,male,100+,000*-999*,181887.76
1949,male,100+,000*-999*,145882.17
1950,male,100+,000*-999*,544473.47
1951,male,100+,000*-999*,511112.28
1952,male,100+,000*-999*,161355.07
1953,male,100+,000*-999*,165820.75
1954,male,100+,000*-999*,160033.71
1955,male,100+,000*-999*,81542.26
1956,male,100+,000*-999*,113559.26
1957,male,100+,000*-999*,67187.47
1958,male,100+,000*-999*,61666.61
1959,male,100+,000*-999*,116666.52
1960,male,100+,000*-999*,97958.96
1961,male,100+,000*-999*,33218.08
