"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"66 years"	"66"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"Male"	"M"	3702	8778585	42.2
	"66 years"	"66"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"Female"	"F"	141	9744036	1.4
	"66 years"	"66"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"Male"	"M"	578	8778585	6.6
	"66 years"	"66"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"Female"	"F"	8968	9744036	92.0
	"66 years"	"66"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"Male"	"M"	11599	8778585	132.1
	"66 years"	"66"	"Malignant melanoma of skin (C43)"	"GR113-028"	"Female"	"F"	327	9744036	3.4
	"66 years"	"66"	"Malignant melanoma of skin (C43)"	"GR113-028"	"Male"	"M"	663	8778585	7.6
	"66 years"	"66"	"Malignant neoplasm of breast (C50)"	"GR113-029"	"Female"	"F"	4957	9744036	50.9
	"66 years"	"66"	"Malignant neoplasm of breast (C50)"	"GR113-029"	"Male"	"M"	70	8778585	0.8
	"66 years"	"66"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"Female"	"F"	488	9744036	5.0
	"66 years"	"66"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"Female"	"F"	2049	9744036	21.0
	"66 years"	"66"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"Female"	"F"	1842	9744036	18.9
	"66 years"	"66"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"Male"	"M"	2986	8778585	34.0
	"66 years"	"66"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Female"	"F"	565	9744036	5.8
	"66 years"	"66"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Male"	"M"	1390	8778585	15.8
	"66 years"	"66"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Female"	"F"	368	9744036	3.8
	"66 years"	"66"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Male"	"M"	1154	8778585	13.1
	"66 years"	"66"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Female"	"F"	1102	9744036	11.3
	"66 years"	"66"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Male"	"M"	1468	8778585	16.7
	"66 years"	"66"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Female"	"F"	2219	9744036	22.8
	"66 years"	"66"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Male"	"M"	3579	8778585	40.8
	"66 years"	"66"	"Hodgkin disease (C81)"	"GR113-038"	"Female"	"F"	43	9744036	0.4
	"66 years"	"66"	"Hodgkin disease (C81)"	"GR113-038"	"Male"	"M"	67	8778585	0.8
	"66 years"	"66"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"Female"	"F"	746	9744036	7.7
	"66 years"	"66"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"Male"	"M"	1279	8778585	14.6
	"66 years"	"66"	"Leukemia (C91-C95)"	"GR113-040"	"Female"	"F"	837	9744036	8.6
	"66 years"	"66"	"Leukemia (C91-C95)"	"GR113-040"	"Male"	"M"	1381	8778585	15.7
	"66 years"	"66"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	"Female"	"F"	590	9744036	6.1
	"66 years"	"66"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	"Male"	"M"	847	8778585	9.6
	"66 years"	"66"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Female"	"F"	4082	9744036	41.9
	"66 years"	"66"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Male"	"M"	5039	8778585	57.4
	"66 years"	"66"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"Female"	"F"	531	9744036	5.4
	"66 years"	"66"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"Male"	"M"	763	8778585	8.7
	"67 years"	"67"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Female"	"F"	36741	9429245	389.6
	"67 years"	"67"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Male"	"M"	45679	8428743	541.9
	"67 years"	"67"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"Female"	"F"	381	9429245	4.0
	"67 years"	"67"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"Male"	"M"	1408	8428743	16.7
	"67 years"	"67"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"Female"	"F"	415	9429245	4.4
	"67 years"	"67"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"Male"	"M"	2150	8428743	25.5
	"67 years"	"67"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"Female"	"F"	535	9429245	5.7
	"67 years"	"67"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"Male"	"M"	873	8428743	10.4
	"67 years"	"67"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"Female"	"F"	2757	9429245	29.2
	"67 years"	"67"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"Male"	"M"	4009	8428743	47.6
	"67 years"	"67"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"Female"	"F"	1391	9429245	14.8
	"67 years"	"67"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"Male"	"M"	3823	8428743	45.4
	"67 years"	"67"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"Female"	"F"	3202	9429245	34.0
	"67 years"	"67"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"Male"	"M"	3936	8428743	46.7
	"67 years"	"67"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"Female"	"F"	124	9429245	1.3
	"67 years"	"67"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"Male"	"M"	543	8428743	6.4
	"67 years"	"67"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"Female"	"F"	9270	9429245	98.3
	"67 years"	"67"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"Male"	"M"	11921	8428743	141.4
	"67 years"	"67"	"Malignant melanoma of skin (C43)"	"GR113-028"	"Female"	"F"	338	9429245	3.6
	"67 years"	"67"	"Malignant melanoma of skin (C43)"	"GR113-028"	"Male"	"M"	691	8428743	8.2
	"67 years"	"67"	"Malignant neoplasm of breast (C50)"	"GR113-029"	"Female"	"F"	5112	9429245	54.2
	"67 years"	"67"	"Malignant neoplasm of breast (C50)"	"GR113-029"	"Male"	"M"	68	8428743	0.8
	"67 years"	"67"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"Female"	"F"	458	9429245	4.9
	"67 years"	"67"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"Female"	"F"	2119	9429245	22.5
	"67 years"	"67"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"Female"	"F"	2027	9429245	21.5
	"67 years"	"67"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"Male"	"M"	3349	8428743	39.7
	"67 years"	"67"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Female"	"F"	570	9429245	6.0
	"67 years"	"67"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Male"	"M"	1355	8428743	16.1
	"67 years"	"67"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Female"	"F"	367	9429245	3.9
	"67 years"	"67"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Male"	"M"	1188	8428743	14.1
	"67 years"	"67"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Female"	"F"	1085	9429245	11.5
	"67 years"	"67"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Male"	"M"	1465	8428743	17.4
	"67 years"	"67"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Female"	"F"	2352	9429245	24.9
	"67 years"	"67"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Male"	"M"	3735	8428743	44.3
	"67 years"	"67"	"Hodgkin disease (C81)"	"GR113-038"	"Female"	"F"	26	9429245	0.3
	"67 years"	"67"	"Hodgkin disease (C81)"	"GR113-038"	"Male"	"M"	89	8428743	1.1
	"67 years"	"67"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"Female"	"F"	864	9429245	9.2
	"67 years"	"67"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"Male"	"M"	1307	8428743	15.5
	"67 years"	"67"	"Leukemia (C91-C95)"	"GR113-040"	"Female"	"F"	843	9429245	8.9
	"67 years"	"67"	"Leukemia (C91-C95)"	"GR113-040"	"Male"	"M"	1433	8428743	17.0
	"67 years"	"67"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	"Female"	"F"	615	9429245	6.5
	"67 years"	"67"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	"Male"	"M"	901	8428743	10.7
	"67 years"	"67"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Female"	"F"	4238	9429245	44.9
	"67 years"	"67"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Male"	"M"	5165	8428743	61.3
	"67 years"	"67"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"Female"	"F"	568	9429245	6.0
	"67 years"	"67"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"Male"	"M"	792	8428743	9.4
	"68 years"	"68"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Female"	"F"	37402	9109738	410.6
	"68 years"	"68"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Male"	"M"	46978	8086331	581.0
	"68 years"	"68"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"Female"	"F"	377	9109738	4.1
	"68 years"	"68"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"Male"	"M"	1333	8086331	16.5
	"68 years"	"68"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"Female"	"F"	425	9109738	4.7
	"68 years"	"68"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"Male"	"M"	2227	8086331	27.5
	"68 years"	"68"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"Female"	"F"	523	9109738	5.7
	"68 years"	"68"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"Male"	"M"	914	8086331	11.3
	"68 years"	"68"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"Female"	"F"	2763	9109738	30.3
	"68 years"	"68"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"Male"	"M"	3849	8086331	47.6
	"68 years"	"68"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"Female"	"F"	1473	9109738	16.2
	"68 years"	"68"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"Male"	"M"	3893	8086331	48.1
	"68 years"	"68"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"Female"	"F"	3255	9109738	35.7
	"68 years"	"68"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"Male"	"M"	4096	8086331	50.7
	"68 years"	"68"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"Female"	"F"	144	9109738	1.6
	"68 years"	"68"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"Male"	"M"	524	8086331	6.5
	"68 years"	"68"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"Female"	"F"	9305	9109738	102.1
	"68 years"	"68"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"Male"	"M"	12154	8086331	150.3
	"68 years"	"68"	"Malignant melanoma of skin (C43)"	"GR113-028"	"Female"	"F"	313	9109738	3.4
	"68 years"	"68"	"Malignant melanoma of skin (C43)"	"GR113-028"	"Male"	"M"	687	8086331	8.5
	"68 years"	"68"	"Malignant neoplasm of breast (C50)"	"GR113-029"	"Female"	"F"	5132	9109738	56.3
	"68 years"	"68"	"Malignant neoplasm of breast (C50)"	"GR113-029"	"Male"	"M"	85	8086331	1.1
	"68 years"	"68"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"Female"	"F"	408	9109738	4.5
	"68 years"	"68"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"Female"	"F"	2120	9109738	23.3
	"68 years"	"68"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"Female"	"F"	1970	9109738	21.6
	"68 years"	"68"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"Male"	"M"	3647	8086331	45.1
	"68 years"	"68"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Female"	"F"	602	9109738	6.6
	"68 years"	"68"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Male"	"M"	1332	8086331	16.5
	"68 years"	"68"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Female"	"F"	402	9109738	4.4
	"68 years"	"68"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Male"	"M"	1329	8086331	16.4
	"68 years"	"68"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Female"	"F"	1127	9109738	12.4
	"68 years"	"68"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Male"	"M"	1465	8086331	18.1
	"68 years"	"68"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Female"	"F"	2584	9109738	28.4
	"68 years"	"68"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Male"	"M"	3940	8086331	48.7
	"68 years"	"68"	"Hodgkin disease (C81)"	"GR113-038"	"Female"	"F"	41	9109738	0.5
	"68 years"	"68"	"Hodgkin disease (C81)"	"GR113-038"	"Male"	"M"	70	8086331	0.9
	"68 years"	"68"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"Female"	"F"	893	9109738	9.8
	"68 years"	"68"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"Male"	"M"	1368	8086331	16.9
	"68 years"	"68"	"Leukemia (C91-C95)"	"GR113-040"	"Female"	"F"	970	9109738	10.6
	"68 years"	"68"	"Leukemia (C91-C95)"	"GR113-040"	"Male"	"M"	1550	8086331	19.2
	"68 years"	"68"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	"Female"	"F"	673	9109738	7.4
	"68 years"	"68"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	"Male"	"M"	942	8086331	11.6
	"68 years"	"68"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	"Male"	"M"	10	8086331	Unreliable
	"68 years"	"68"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Female"	"F"	4479	9109738	49.2
	"68 years"	"68"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Male"	"M"	5503	8086331	68.1
	"68 years"	"68"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"Female"	"F"	572	9109738	6.3
	"68 years"	"68"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"Male"	"M"	799	8086331	9.9
	"69 years"	"69"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Female"	"F"	38810	8806804	440.7
	"69 years"	"69"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Male"	"M"	48163	7767407	620.1
	"69 years"	"69"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"Female"	"F"	382	8806804	4.3
	"69 years"	"69"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"Male"	"M"	1297	7767407	16.7
	"69 years"	"69"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"Female"	"F"	469	8806804	5.3
	"69 years"	"69"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"Male"	"M"	2143	7767407	27.6
	"69 years"	"69"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"Female"	"F"	575	8806804	6.5
	"69 years"	"69"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"Male"	"M"	1007	7767407	13.0
	"69 years"	"69"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"Female"	"F"	2848	8806804	32.3
	"69 years"	"69"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"Male"	"M"	4066	7767407	52.3
	"69 years"	"69"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"Female"	"F"	1521	8806804	17.3
	"69 years"	"69"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"Male"	"M"	3757	7767407	48.4
	"69 years"	"69"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"Female"	"F"	3255	8806804	37.0
	"69 years"	"69"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"Male"	"M"	4118	7767407	53.0
	"69 years"	"69"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"Female"	"F"	124	8806804	1.4
	"69 years"	"69"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"Male"	"M"	519	7767407	6.7
	"69 years"	"69"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"Female"	"F"	9732	8806804	110.5
	"69 years"	"69"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"Male"	"M"	12699	7767407	163.5
	"69 years"	"69"	"Malignant melanoma of skin (C43)"	"GR113-028"	"Female"	"F"	334	8806804	3.8
	"69 years"	"69"	"Malignant melanoma of skin (C43)"	"GR113-028"	"Male"	"M"	742	7767407	9.6
	"69 years"	"69"	"Malignant neoplasm of breast (C50)"	"GR113-029"	"Female"	"F"	5280	8806804	60.0
	"69 years"	"69"	"Malignant neoplasm of breast (C50)"	"GR113-029"	"Male"	"M"	71	7767407	0.9
	"69 years"	"69"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"Female"	"F"	443	8806804	5.0
	"69 years"	"69"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"Female"	"F"	2121	8806804	24.1
	"69 years"	"69"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"Female"	"F"	1993	8806804	22.6
	"69 years"	"69"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"Male"	"M"	3781	7767407	48.7
	"69 years"	"69"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Female"	"F"	660	8806804	7.5
	"69 years"	"69"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Male"	"M"	1400	7767407	18.0
	"69 years"	"69"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Female"	"F"	475	8806804	5.4
	"69 years"	"69"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Male"	"M"	1343	7767407	17.3
	"69 years"	"69"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Female"	"F"	1201	8806804	13.6
	"69 years"	"69"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Male"	"M"	1452	7767407	18.7
	"69 years"	"69"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Female"	"F"	2792	8806804	31.7
	"69 years"	"69"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Male"	"M"	4323	7767407	55.7
	"69 years"	"69"	"Hodgkin disease (C81)"	"GR113-038"	"Female"	"F"	49	8806804	0.6
	"69 years"	"69"	"Hodgkin disease (C81)"	"GR113-038"	"Male"	"M"	73	7767407	0.9
	"69 years"	"69"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"Female"	"F"	952	8806804	10.8
	"69 years"	"69"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"Male"	"M"	1550	7767407	20.0
	"69 years"	"69"	"Leukemia (C91-C95)"	"GR113-040"	"Female"	"F"	1078	8806804	12.2
	"69 years"	"69"	"Leukemia (C91-C95)"	"GR113-040"	"Male"	"M"	1709	7767407	22.0
	"69 years"	"69"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	"Female"	"F"	708	8806804	8.0
	"69 years"	"69"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	"Male"	"M"	985	7767407	12.7
	"69 years"	"69"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Female"	"F"	4605	8806804	52.3
	"69 years"	"69"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Male"	"M"	5445	7767407	70.1
	"69 years"	"69"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"Female"	"F"	659	8806804	7.5
	"69 years"	"69"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"Male"	"M"	927	7767407	11.9
	"70 years"	"70"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Female"	"F"	40191	8529520	471.2
	"70 years"	"70"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Male"	"M"	49352	7478601	659.9
	"70 years"	"70"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"Female"	"F"	402	8529520	4.7
	"70 years"	"70"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"Male"	"M"	1254	7478601	16.8
	"70 years"	"70"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"Female"	"F"	492	8529520	5.8
	"70 years"	"70"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"Male"	"M"	2209	7478601	29.5
	"70 years"	"70"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"Female"	"F"	578	8529520	6.8
	"70 years"	"70"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"Male"	"M"	964	7478601	12.9
	"70 years"	"70"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"Female"	"F"	2912	8529520	34.1
	"70 years"	"70"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"Male"	"M"	3982	7478601	53.2
	"70 years"	"70"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"Female"	"F"	1488	8529520	17.4
	"70 years"	"70"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"Male"	"M"	3549	7478601	47.5
	"70 years"	"70"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"Female"	"F"	3550	8529520	41.6
	"70 years"	"70"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"Male"	"M"	4280	7478601	57.2
	"70 years"	"70"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"Female"	"F"	129	8529520	1.5
	"70 years"	"70"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"Male"	"M"	542	7478601	7.2
