"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"73 years"	"73"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	2127	13611876	15.6
	"73 years"	"73"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	14	13611876	Unreliable
	"73 years"	"73"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	11185	13611876	82.2
	"73 years"	"73"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	1967	13611876	14.5
	"74 years"	"74"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	92685	12704782	729.5
	"74 years"	"74"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	1533	12704782	12.1
	"74 years"	"74"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	2492	12704782	19.6
	"74 years"	"74"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	1477	12704782	11.6
	"74 years"	"74"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	6585	12704782	51.8
	"74 years"	"74"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	4257	12704782	33.5
	"74 years"	"74"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	7831	12704782	61.6
	"74 years"	"74"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	578	12704782	4.5
	"74 years"	"74"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	24775	12704782	195.0
	"74 years"	"74"	"Malignant melanoma of skin (C43)"	"GR113-028"	1142	12704782	9.0
	"74 years"	"74"	"Malignant neoplasm of breast (C50)"	"GR113-029"	5392	12704782	42.4
	"74 years"	"74"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	345	12704782	2.7
	"74 years"	"74"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	1974	12704782	15.5
	"74 years"	"74"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	1994	12704782	15.7
	"74 years"	"74"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	5078	12704782	40.0
	"74 years"	"74"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	2179	12704782	17.2
	"74 years"	"74"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	2438	12704782	19.2
	"74 years"	"74"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	2426	12704782	19.1
	"74 years"	"74"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	9020	12704782	71.0
	"74 years"	"74"	"Hodgkin disease (C81)"	"GR113-038"	133	12704782	1.0
	"74 years"	"74"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	3117	12704782	24.5
	"74 years"	"74"	"Leukemia (C91-C95)"	"GR113-040"	3625	12704782	28.5
	"74 years"	"74"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	2118	12704782	16.7
	"74 years"	"74"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	27	12704782	0.2
	"74 years"	"74"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	11169	12704782	87.9
	"74 years"	"74"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	2116	12704782	16.7
	"75 years"	"75"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	92480	11828416	781.8
	"75 years"	"75"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	1443	11828416	12.2
	"75 years"	"75"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	2492	11828416	21.1
	"75 years"	"75"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	1493	11828416	12.6
	"75 years"	"75"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	6554	11828416	55.4
	"75 years"	"75"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	4217	11828416	35.7
	"75 years"	"75"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	7875	11828416	66.6
	"75 years"	"75"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	561	11828416	4.7
	"75 years"	"75"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	24764	11828416	209.4
	"75 years"	"75"	"Malignant melanoma of skin (C43)"	"GR113-028"	1067	11828416	9.0
	"75 years"	"75"	"Malignant neoplasm of breast (C50)"	"GR113-029"	5255	11828416	44.4
	"75 years"	"75"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	313	11828416	2.6
	"75 years"	"75"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	1829	11828416	15.5
	"75 years"	"75"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	1996	11828416	16.9
	"75 years"	"75"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	5197	11828416	43.9
	"75 years"	"75"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	2159	11828416	18.3
	"75 years"	"75"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	2512	11828416	21.2
	"75 years"	"75"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	2273	11828416	19.2
	"75 years"	"75"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	9184	11828416	77.6
	"75 years"	"75"	"Hodgkin disease (C81)"	"GR113-038"	140	11828416	1.2
	"75 years"	"75"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	3273	11828416	27.7
	"75 years"	"75"	"Leukemia (C91-C95)"	"GR113-040"	3595	11828416	30.4
	"75 years"	"75"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	2155	11828416	18.2
	"75 years"	"75"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	21	11828416	0.2
	"75 years"	"75"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	11296	11828416	95.5
	"75 years"	"75"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	2193	11828416	18.5
	"76 years"	"76"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	88007	10474310	840.2
	"76 years"	"76"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	1375	10474310	13.1
	"76 years"	"76"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	2216	10474310	21.2
	"76 years"	"76"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	1376	10474310	13.1
	"76 years"	"76"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	6416	10474310	61.3
	"76 years"	"76"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	3871	10474310	37.0
	"76 years"	"76"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	7387	10474310	70.5
	"76 years"	"76"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	454	10474310	4.3
	"76 years"	"76"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	23370	10474310	223.1
	"76 years"	"76"	"Malignant melanoma of skin (C43)"	"GR113-028"	1041	10474310	9.9
	"76 years"	"76"	"Malignant neoplasm of breast (C50)"	"GR113-029"	4960	10474310	47.4
	"76 years"	"76"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	297	10474310	2.8
	"76 years"	"76"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	1687	10474310	16.1
	"76 years"	"76"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	1990	10474310	19.0
	"76 years"	"76"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	5064	10474310	48.3
	"76 years"	"76"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	2047	10474310	19.5
	"76 years"	"76"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	2536	10474310	24.2
	"76 years"	"76"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	2156	10474310	20.6
	"76 years"	"76"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	9088	10474310	86.8
	"76 years"	"76"	"Hodgkin disease (C81)"	"GR113-038"	138	10474310	1.3
	"76 years"	"76"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	3138	10474310	30.0
	"76 years"	"76"	"Leukemia (C91-C95)"	"GR113-040"	3626	10474310	34.6
	"76 years"	"76"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	2164	10474310	20.7
	"76 years"	"76"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	22	10474310	0.2
	"76 years"	"76"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	10676	10474310	101.9
	"76 years"	"76"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	2181	10474310	20.8
	"77 years"	"77"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	87835	9823655	894.1
	"77 years"	"77"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	1305	9823655	13.3
	"77 years"	"77"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	2157	9823655	22.0
	"77 years"	"77"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	1458	9823655	14.8
	"77 years"	"77"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	6237	9823655	63.5
	"77 years"	"77"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	3787	9823655	38.5
	"77 years"	"77"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	7352	9823655	74.8
	"77 years"	"77"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	479	9823655	4.9
	"77 years"	"77"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	23168	9823655	235.8
	"77 years"	"77"	"Malignant melanoma of skin (C43)"	"GR113-028"	1096	9823655	11.2
	"77 years"	"77"	"Malignant neoplasm of breast (C50)"	"GR113-029"	4976	9823655	50.7
	"77 years"	"77"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	282	9823655	2.9
	"77 years"	"77"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	1636	9823655	16.7
	"77 years"	"77"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	1874	9823655	19.1
	"77 years"	"77"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	5350	9823655	54.5
	"77 years"	"77"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	2018	9823655	20.5
	"77 years"	"77"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	2605	9823655	26.5
	"77 years"	"77"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	2079	9823655	21.2
	"77 years"	"77"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	9320	9823655	94.9
	"77 years"	"77"	"Hodgkin disease (C81)"	"GR113-038"	150	9823655	1.5
	"77 years"	"77"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	3342	9823655	34.0
	"77 years"	"77"	"Leukemia (C91-C95)"	"GR113-040"	3619	9823655	36.8
	"77 years"	"77"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	2191	9823655	22.3
	"77 years"	"77"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	18	9823655	Unreliable
	"77 years"	"77"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	10656	9823655	108.5
	"77 years"	"77"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	2295	9823655	23.4
	"78 years"	"78"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	87124	9140762	953.1
	"78 years"	"78"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	1243	9140762	13.6
	"78 years"	"78"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	2092	9140762	22.9
	"78 years"	"78"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	1419	9140762	15.5
	"78 years"	"78"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	6406	9140762	70.1
	"78 years"	"78"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	3491	9140762	38.2
	"78 years"	"78"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	7255	9140762	79.4
	"78 years"	"78"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	452	9140762	4.9
	"78 years"	"78"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	22621	9140762	247.5
	"78 years"	"78"	"Malignant melanoma of skin (C43)"	"GR113-028"	1078	9140762	11.8
	"78 years"	"78"	"Malignant neoplasm of breast (C50)"	"GR113-029"	4902	9140762	53.6
	"78 years"	"78"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	296	9140762	3.2
	"78 years"	"78"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	1557	9140762	17.0
	"78 years"	"78"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	1849	9140762	20.2
	"78 years"	"78"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	5391	9140762	59.0
	"78 years"	"78"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	2111	9140762	23.1
	"78 years"	"78"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	2712	9140762	29.7
	"78 years"	"78"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	1913	9140762	20.9
	"78 years"	"78"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	9519	9140762	104.1
	"78 years"	"78"	"Hodgkin disease (C81)"	"GR113-038"	114	9140762	1.2
	"78 years"	"78"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	3310	9140762	36.2
	"78 years"	"78"	"Leukemia (C91-C95)"	"GR113-040"	3829	9140762	41.9
	"78 years"	"78"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	2244	9140762	24.5
	"78 years"	"78"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	22	9140762	0.2
	"78 years"	"78"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	10817	9140762	118.3
	"78 years"	"78"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	2486	9140762	27.2
	"79 years"	"79"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	84853	8405190	1009.5
	"79 years"	"79"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	1228	8405190	14.6
	"79 years"	"79"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	1894	8405190	22.5
	"79 years"	"79"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	1352	8405190	16.1
	"79 years"	"79"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	6275	8405190	74.7
	"79 years"	"79"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	3465	8405190	41.2
	"79 years"	"79"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	6942	8405190	82.6
	"79 years"	"79"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	446	8405190	5.3
	"79 years"	"79"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	21517	8405190	256.0
	"79 years"	"79"	"Malignant melanoma of skin (C43)"	"GR113-028"	1059	8405190	12.6
	"79 years"	"79"	"Malignant neoplasm of breast (C50)"	"GR113-029"	4813	8405190	57.3
	"79 years"	"79"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	228	8405190	2.7
	"79 years"	"79"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	1496	8405190	17.8
	"79 years"	"79"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	1770	8405190	21.1
	"79 years"	"79"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	5567	8405190	66.2
	"79 years"	"79"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	1934	8405190	23.0
	"79 years"	"79"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	2767	8405190	32.9
	"79 years"	"79"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	1857	8405190	22.1
	"79 years"	"79"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	9582	8405190	114.0
	"79 years"	"79"	"Hodgkin disease (C81)"	"GR113-038"	141	8405190	1.7
	"79 years"	"79"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	3416	8405190	40.6
	"79 years"	"79"	"Leukemia (C91-C95)"	"GR113-040"	3838	8405190	45.7
	"79 years"	"79"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	2171	8405190	25.8
	"79 years"	"79"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	16	8405190	Unreliable
	"79 years"	"79"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	10661	8405190	126.8
	"79 years"	"79"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	2556	8405190	30.4
	"80 years"	"80"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	81615	7585263	1076.0
	"80 years"	"80"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	1122	7585263	14.8
	"80 years"	"80"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	1888	7585263	24.9
	"80 years"	"80"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	1352	7585263	17.8
	"80 years"	"80"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	6309	7585263	83.2
	"80 years"	"80"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	3138	7585263	41.4
	"80 years"	"80"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	6457	7585263	85.1
	"80 years"	"80"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	426	7585263	5.6
	"80 years"	"80"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	20409	7585263	269.1
	"80 years"	"80"	"Malignant melanoma of skin (C43)"	"GR113-028"	1077	7585263	14.2
	"80 years"	"80"	"Malignant neoplasm of breast (C50)"	"GR113-029"	4554	7585263	60.0
	"80 years"	"80"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	260	7585263	3.4
	"80 years"	"80"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	1371	7585263	18.1
	"80 years"	"80"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	1697	7585263	22.4
	"80 years"	"80"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	5451	7585263	71.9
	"80 years"	"80"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	1877	7585263	24.7
	"80 years"	"80"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	2823	7585263	37.2
	"80 years"	"80"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	1632	7585263	21.5
	"80 years"	"80"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	9446	7585263	124.5
	"80 years"	"80"	"Hodgkin disease (C81)"	"GR113-038"	116	7585263	1.5
	"80 years"	"80"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	3377	7585263	44.5
	"80 years"	"80"	"Leukemia (C91-C95)"	"GR113-040"	3758	7585263	49.5
	"80 years"	"80"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	2166	7585263	28.6
	"80 years"	"80"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	29	7585263	0.4
	"80 years"	"80"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	10326	7585263	136.1
	"80 years"	"80"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	2561	7585263	33.8
	"81 years"	"81"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	77944	6901298	1129.4
	"81 years"	"81"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	1043	6901298	15.1
	"81 years"	"81"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	1704	6901298	24.7
	"81 years"	"81"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	1288	6901298	18.7
	"81 years"	"81"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	6031	6901298	87.4
	"81 years"	"81"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	2887	6901298	41.8
	"81 years"	"81"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	6110	6901298	88.5
	"81 years"	"81"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	356	6901298	5.2
	"81 years"	"81"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	19086	6901298	276.6
