lname,value,label
F025_WVS,80301021,Reasons to Believe
F025_WVS,80301022,Society of Ordained Scientists
F025_WVS,80301023,Taize Community
F025_WVS,80301024,The Gospel Coalition
F025_WVS,80301025,World Alliance of Reformed Churches
F025_WVS,80301026,World Council of Churches
F025_WVS,80301027,World Evangelical Alliance
F025_WVS,80301028,World Student Christian Federation
F025_WVS,80301029,Young Life
F025_WVS,80400000,Ideologies; nfd
F025_WVS,80400001,Arianism
F025_WVS,80400002,Arminianism
F025_WVS,80400003,British Israelism
F025_WVS,80400004,British New Church Movement
F025_WVS,80400005,Calvinism
F025_WVS,80400006,Campbellism
F025_WVS,80400007,Charismatic movement
F025_WVS,80400008,Christian atheism
F025_WVS,80400009,Christian communism
F025_WVS,80400010,Christian democracy
F025_WVS,80400011,Distributism
F025_WVS,80400012,Social Credit
F025_WVS,80400013,Christian existentialism
F025_WVS,80400014,Christian Family Movement
F025_WVS,80400015,Christian feminism
F025_WVS,80400016,Christian Identity (White Supremacist)
F025_WVS,80400017,Christian left
F025_WVS,80400018,Christian nationalism
F025_WVS,80400019,Christian naturism
F025_WVS,80400020,Christian pacifism
F025_WVS,80400021,Christian right
F025_WVS,80400022,Christian socialism
F025_WVS,80400023,Christian Torah-submission
F025_WVS,80400024,Christian vegetarianism
F025_WVS,80400025,Christian Zionism
F025_WVS,80400026,Confessing Movement
F025_WVS,80400027,Continual Prayer Movement
F025_WVS,80400028,Convergence Movement
F025_WVS,80400029,Countercult Movement
F025_WVS,80400030,Creationism
F025_WVS,80400031,Old Earth Creationism
F025_WVS,80400032,Young Earth Creationism
F025_WVS,80400033,Evolutionary creationism
F025_WVS,80400034,Emerging Church Movement
F025_WVS,80400035,Evangelicalism
F025_WVS,80400036,German Christians (movement) (Nazi)
F025_WVS,80400037,Gnosticism
F025_WVS,80400038,Green Christianity
F025_WVS,80400039,House church (or Simple church)
F025_WVS,80400040,Jesus Movement
F025_WVS,80400041,Judaizers
F025_WVS,80400042,LGBT and Denominations
F025_WVS,80400043,Liberation theology
F025_WVS,80400044,Palestinian liberation theology
F025_WVS,80400045,Lutheranism
F025_WVS,80400046,Marcionism
F025_WVS,80400047,Millerism
F025_WVS,80400048,Neo-orthodoxy
F025_WVS,80400049,Neo-Charismatic
F025_WVS,80400050,Pelagianism
F025_WVS,80400051,Positive Christianity (Nazi)
F025_WVS,80400052,Postmodern Christianity
F025_WVS,80400053,Progressive Christianity (Liberal Christianity)
F025_WVS,80400054,Prosperity Theology
F025_WVS,80400055,Queer theology
F025_WVS,80400056,Quiverfull
F025_WVS,80400057,Reformed Christianity
F025_WVS,80400058,Restorationism
F025_WVS,80400059,Romanism
F025_WVS,80400060,Semipelagianism
F025_WVS,80400061,Shepherding Movement
F025_WVS,80400062,Wesleyanism
F025_WVS,80500000,Syncretic; nfd
F025_WVS,80501000,New Thought
F025_WVS,80501001,Church of Divine Science
F025_WVS,80501002,Church of the Truth
F025_WVS,80501003,Home of Truth
F025_WVS,80501004,The Infinite Way
F025_WVS,80501005,Psychiana
F025_WVS,80501006,Religious Science
F025_WVS,80501007,Seicho-no-Ie
F025_WVS,80501008,Unity Church
F025_WVS,80501009,Universal Foundation for Better Living
F025_WVS,80502000,Other syncretists
F025_WVS,80502001,Candomble
F025_WVS,80502002,Cao Đai
F025_WVS,80502003,Chrislam
F025_WVS,80502004,Cult of Santa Muerte
F025_WVS,80502005,Vodou
F025_WVS,80502006,Malbars
F025_WVS,80502007,Native American Church
F025_WVS,80502008,Pilgrims of Ares
F025_WVS,80502009,Rastafari movement
F025_WVS,80502010,Santeria
F025_WVS,80502011,Santo Daime
F025_WVS,80502012,Umbanda
F025_WVS,80502016,Quimbanda (Brazil)
F025_WVS,80502023,Voodoo
F025_WVS,80502030,Trinidad Orisha - Shango (Trinidad and Tobago)
F025_WVS,80600000,Historical groups; nfd
F025_WVS,80601000,Early Christian
F025_WVS,80601100,Pauline Christianity
F025_WVS,80601101,Adamites
F025_WVS,80601102,Arianism
F025_WVS,80601103,Ebionites
F025_WVS,80601104,Elcesaites
F025_WVS,80601105,Marcionism
F025_WVS,80601106,Nazarenes
F025_WVS,80601200,Gnostic Christianity
F025_WVS,80601201,Bardaisanites
F025_WVS,80601202,Basilideans
F025_WVS,80601203,Carpocratianism
F025_WVS,80601204,Nicolaitans
F025_WVS,80601205,Sethianism
F025_WVS,80601206,Simonians
F025_WVS,80601207,Valentinianism
F025_WVS,80602000,Late ancient and Medieval Christian
F025_WVS,80602001,Agonoclita
F025_WVS,80602002,Apostolic Brethren
F025_WVS,80602003,Arnoldists
F025_WVS,80602004,Beguines and Beghards
F025_WVS,80602005,Bogomilism
F025_WVS,80602006,Patarines
F025_WVS,80602007,Bosnian Church
F025_WVS,80602008,Brethren of the Free Spirit
F025_WVS,80602009,Catharism
F025_WVS,80602010,Donatism
F025_WVS,80602011,Dulcinians
F025_WVS,80602012,Friends of God
F025_WVS,80602013,Henricans
F025_WVS,80602014,Lollardy
F025_WVS,80602015,Neo-Adamites
F025_WVS,80602016,Paulicianism
F025_WVS,80602017,Petrobrusians
F025_WVS,80602018,Skhariya the Jew's sect
F025_WVS,80602019,Strigolniki
F025_WVS,80602020,Tondrakians
F025_WVS,90000000,Other; nfd
F025_WVS,90100000,Chinese traditional religion; nfd
F025_WVS,90101000,Taoism (Han Chinese)
F025_WVS,90102000,Confucianists
F025_WVS,90103000,Yiguandao
F025_WVS,90104000,Xuanyuan jiao
F025_WVS,90105000,Cihui Tang
F025_WVS,90200000,Ethnic religions excluding some in separate categories; nfd
F025_WVS,90201000,"Africa Ethnic, nfd"
F025_WVS,90201010,Akan
F025_WVS,90201020,Bantu
F025_WVS,90201030,Berber
F025_WVS,90201040,Igbo
F025_WVS,90201050,Mbuti
F025_WVS,90201060,Ancient Egyptian
F025_WVS,90201070,Serer
F025_WVS,90201080,Vodun
F025_WVS,90201090,Yoruba
F025_WVS,90201100,African Theological Archministry (United States)
F025_WVS,90201110,Tambor de Mina (Brazil)
F025_WVS,90201115,Wicca-Pagan Witchcraft
F025_WVS,90202000,"Asia Ethnic, nfd"
F025_WVS,90202010,Ahom
F025_WVS,90202020,"Shinto, Animism"
F025_WVS,90202030,Armenian paganism
F025_WVS,90202035,Georgia paganism
F025_WVS,90202040,Bon (Tibetans)
F025_WVS,90202050,Dongbaism
F025_WVS,90202060,Dravidian
F025_WVS,90202070,Kaharingan
F025_WVS,90202080,Kejawen
F025_WVS,90202090,Kele (Saint Lucia)
F025_WVS,90202100,Kirant Mundhum
F025_WVS,90202110,Korean shamanism or Sinism
F025_WVS,90202120,Mandaeism
F025_WVS,90202130,Parmalim
F025_WVS,90202140,Punjabi folk religion
F025_WVS,90202150,Qiang folk religion
F025_WVS,90202160,Ryukyuan
F025_WVS,90202170,Samaritanism
F025_WVS,90202180,Sarnaism
F025_WVS,90202190,Shabakism
F025_WVS,90202195,Shenism (Chinese Religion)
F025_WVS,90202200,Sunda Wiwitan
F025_WVS,90202210,Donyi-Polo
F025_WVS,90202220,Sanamahism
F025_WVS,90202230,Santhal
F025_WVS,90202240,Tengrism
F025_WVS,90202250,Uatsdin
F025_WVS,90202255,Vietnam Ancestral worshipping / Tradition
F025_WVS,90202260,Yahwism
F025_WVS,90202270,Yazdanism
F025_WVS,90202280,Yupik
F025_WVS,90202290,Zuism
F025_WVS,90203000,"Americas Ethnic, nfd"
F025_WVS,90203010,Inuit
F025_WVS,90203020,Anishinaabe
F025_WVS,90203030,Ancient Mexica religion
F025_WVS,90203040,Maya religion
F025_WVS,90204000,"Europe Ethnic, nfd"
F025_WVS,90204010,Ancient Balkan religions
F025_WVS,90204020,Dacians
F025_WVS,90204030,Thracians
F025_WVS,90204040,Illyrians
F025_WVS,90204050,Baltic religions
F025_WVS,90204060,Basque religion
F025_WVS,90204070,Ancient Celtic
F025_WVS,90204080,Etruscan
F025_WVS,90204090,Finnic
F025_WVS,90204100,Mari paganism
F025_WVS,90204110,Germanic paganism
F025_WVS,90204120,Ancient Greek religion
F025_WVS,90204130,Ancient Georgian religion
F025_WVS,90204140,Sun cult Georgia
F025_WVS,90204150,Norse religion
F025_WVS,90204160,Ancient Roman religion
F025_WVS,90204170,Sami religion
F025_WVS,90204180,Slavic paganism
F025_WVS,90204190,Vainakh
F025_WVS,90204200,Adyghe Habze of Circassia
F025_WVS,90204210,The Asatru Association (Iceland)
F025_WVS,90205000,"Oceania Ethnic, nfd"
F025_WVS,90205010,Indigenous Australians
F025_WVS,90205020,Maori people
F025_WVS,90205030,Ratana Church
F025_WVS,90205040,The Satanic Temple
F025_WVS,90300000,"African traditional religions Ethnic, nfd"
F025_WVS,90400000,Sikhism
F025_WVS,90500000,Spiritism
F025_WVS,90600000,Zoroastrianism
F025_WVS,90700000,Jainism
F025_WVS,90800000,Neo-paganism
F025_WVS,1.000e+08,Secular /Nonreligious /Agnostic/Atheist; nfd
F025_WVS,1.000e+08,Secular
F025_WVS,1.000e+08,Non-religious
F025_WVS,1.000e+08,Agnostic
F025_WVS,1.000e+08,Atheist
F025_WVS,.a,Don't know
F025_WVS,.b,No answer
F025_WVS,.c,Not applicable
F025_WVS,.d,Not asked in survey
F025_WVS,.e,Missing: other
F026,-5,Missing: Other
F026,-4,Not asked in survey
F026,-3,Not applicable
F026,-2,No answer
F026,-1,Don´t know
F026,0,No
F026,1,Yes
F026,.a,Don't know
F026,.b,No answer
F026,.c,Not applicable
F026,.d,Not asked in survey
F026,.e,Missing: other
F027,-5,Missing: Other
F027,-4,Not asked in survey
F027,-3,Not applicable
F027,-2,No answer
F027,-1,Don't know
F027,0,Did not belong to a former denomination
F027,1,Roman Catholic
F027,2,Protestant
F027,3,Orthodox (Russian/Greek/etc.)
F027,4,Jew
F027,5,Muslim
F027,6,Hindu
F027,7,Buddhist
F027,8,Other Christian (Evangelical/Pentecostal/Free church/etc.)
F027,9,Other
F027,.a,Don't know
F027,.b,No answer
F027,.c,Not applicable
F027,.d,Not asked in survey
F027,.e,Missing: other
F028,-5,Missing: Other
F028,-4,Not asked in survey
F028,-3,Not applicable
F028,-2,No answer
F028,-1,Don´t know
F028,1,More than once a week
F028,2,Once a week
F028,3,Once a month
F028,4,Only on special holy days/Christmas/Easter days
F028,5,Other specific holy days
F028,6,Once a year
F028,7,Less often
F028,8,Never practically never
F028,.a,Don't know
F028,.b,No answer
F028,.c,Not applicable
F028,.d,Not asked in survey
F028,.e,Missing: other
F028B,-5,Missing;Unknown
F028B,-4,Not asked
F028B,-2,No answer
F028B,-1,Don't know
F028B,1,Several times a day
F028B,2,Once a day
F028B,3,Several times each week
F028B,4,Only when attending religious services
F028B,5,Only on special holy days/Christmas/Easter days
F028B,6,Once a year
F028B,7,Less often
F028B,8,Never practically never
F028B,.a,Don't know
F028B,.b,No answer
F028B,.c,Not applicable
F028B,.d,Not asked in survey
F028B,.e,Missing: other
F029,-5,Missing: Other
F029,-4,Not asked in survey
F029,-3,Not applicable
F029,-2,No answer
F029,-1,Don´t know
F029,0,No
F029,1,Yes
F029,.a,Don't know
F029,.b,No answer
F029,.c,Not applicable
F029,.d,Not asked in survey
F029,.e,Missing: other
F030,-5,Missing: Other
F030,-4,Not asked in survey
F030,-3,Not applicable
F030,-2,No answer
F030,-1,Don´t know
F030,1,More than once a week
F030,2,Once a week
F030,3,Once a month
F030,4,Christmas/Easter days/on special holy days
F030,5,Other specific holy days
F030,6,Once a year
F030,7,Less often
F030,8,Never practically never
F030,.a,Don't know
F030,.b,No answer
F030,.c,Not applicable
F030,.d,Not asked in survey
F030,.e,Missing: other
F031,-5,Missing: Other
F031,-4,Not asked in survey
F031,-3,Not applicable
F031,-2,No answer
F031,-1,Don´t know
F031,0,No
F031,1,Yes
F031,.a,Don't know
F031,.b,No answer
F031,.c,Not applicable
F031,.d,Not asked in survey
F031,.e,Missing: other
F032,-5,Missing: Other
F032,-4,Not asked in survey
F032,-3,Not applicable
F032,-2,No answer
F032,-1,Don´t know
F032,0,No
F032,1,Yes
F032,.a,Don't know
F032,.b,No answer
F032,.c,Not applicable
F032,.d,Not asked in survey
F032,.e,Missing: other
F033,-5,Missing: Other
F033,-4,Not asked in survey
F033,-3,Not applicable
F033,-2,No answer
F033,-1,Don´t know
F033,0,No
F033,1,Yes
F033,.a,Don't know
F033,.b,No answer
F033,.c,Not applicable
F033,.d,Not asked in survey
F033,.e,Missing: other
F034,-5,Missing: Other
F034,-4,Not asked in survey
F034,-3,Not applicable
F034,-2,No answer
F034,-1,Don´t know
F034,1,A religious person
F034,2,Not a religious person
F034,3,A convinced atheist
F034,.a,Don't know
F034,.b,No answer
F034,.c,Not applicable
F034,.d,Not asked in survey
F034,.e,Missing: other
F035,-5,Missing: Other
F035,-4,Not asked in survey
F035,-3,Not applicable
F035,-2,No answer
F035,-1,Don´t know
F035,0,No
F035,1,Yes
F035,.a,Don't know
F035,.b,No answer
F035,.c,Not applicable
F035,.d,Not asked in survey
F035,.e,Missing: other
F036,-5,Missing: Other
F036,-4,Not asked in survey
F036,-3,Not applicable
F036,-2,No answer
F036,-1,Don´t know
F036,0,No
F036,1,Yes
F036,.a,Don't know
F036,.b,No answer
F036,.c,Not applicable
F036,.d,Not asked in survey
F036,.e,Missing: other
F037,-5,Missing: Other
F037,-4,Not asked in survey
F037,-3,Not applicable
F037,-2,No answer
F037,-1,Don´t know
F037,0,No
F037,1,Yes
F037,.a,Don't know
F037,.b,No answer
F037,.c,Not applicable
F037,.d,Not asked in survey
F037,.e,Missing: other
F038,-5,Missing: Other
F038,-4,Not asked in survey
F038,-3,Not applicable
F038,-2,No answer
F038,-1,Don´t know
F038,0,No
F038,1,Yes
F038,.a,Don't know
F038,.b,No answer
F038,.c,Not applicable
F038,.d,Not asked in survey
F038,.e,Missing: other
F040,-5,Missing: Other
F040,-4,Not asked in survey
F040,-3,Not applicable
F040,-2,No answer
F040,-1,Don´t know
F040,0,No
F040,1,Yes
F040,.a,Don't know
F040,.b,No answer
F040,.c,Not applicable
F040,.d,Not asked in survey
F040,.e,Missing: other
F041,-5,Missing: Other
F041,-4,Not asked in survey
F041,-3,Not applicable
F041,-2,No answer
F041,-1,Don´t know
F041,0,No
F041,1,Yes
F041,.a,Don't know
F041,.b,No answer
F041,.c,Not applicable
F041,.d,Not asked in survey
F041,.e,Missing: other
F042,-5,Missing: Other
F042,-4,Not asked in survey
F042,-3,Not applicable
F042,-2,No answer
F042,-1,Don´t know
F042,0,No
F042,1,Yes
F042,.a,Don't know
F042,.b,No answer
F042,.c,Not applicable
F042,.d,Not asked in survey
F042,.e,Missing: other
F043,-5,Missing: Other
F043,-4,Not asked in survey
F043,-3,Not applicable
F043,-2,No answer
F043,-1,Don´t know
F043,0,No
F043,1,Yes
F043,.a,Don't know
F043,.b,No answer
F043,.c,Not applicable
F043,.d,Not asked in survey
F043,.e,Missing: other
F044,-5,Missing: Other
F044,-4,Not asked in survey
F044,-3,Not applicable
F044,-2,No answer
F044,-1,Don´t know
F044,0,No
F044,1,Yes
F044,.a,Don't know
F044,.b,No answer
F044,.c,Not applicable
F044,.d,Not asked in survey
F044,.e,Missing: other
F045,-5,Missing: Other
F045,-4,Not asked in survey
F045,-3,Not applicable
F045,-2,No answer
F045,-1,Don´t know
F045,0,No
F045,1,Yes
F045,.a,Don't know
F045,.b,No answer
F045,.c,Not applicable
F045,.d,Not asked in survey
F045,.e,Missing: other
F046,-5,Missing: Other
F046,-4,Not asked in survey
F046,-3,Not applicable
F046,-2,No answer
F046,-1,Don´t know
F046,0,No
F046,1,Yes
F046,.a,Don't know
F046,.b,No answer
F046,.c,Not applicable
F046,.d,Not asked in survey
F046,.e,Missing: other
F047,-5,Missing: Other
F047,-4,Not asked in survey
F047,-3,Not applicable
F047,-2,No answer
F047,-1,Don´t know
F047,0,No
F047,1,Yes
F047,.a,Don't know
F047,.b,No answer
F047,.c,Not applicable
F047,.d,Not asked in survey
F047,.e,Missing: other
F048,-5,Missing: Other
F048,-4,Not asked in survey
F048,-3,Not applicable
F048,-2,No answer
F048,-1,Don´t know
F048,0,No
F048,1,Yes
F048,.a,Don't know
F048,.b,No answer
F048,.c,Not applicable
F048,.d,Not asked in survey
F048,.e,Missing: other
F049,-5,Missing: Other
F049,-4,Not asked in survey
F049,-3,Not applicable
F049,-2,No answer
F049,-1,Don´t know
F049,0,No
F049,1,Yes
F049,.a,Don't know
F049,.b,No answer
F049,.c,Not applicable
F049,.d,Not asked in survey
F049,.e,Missing: other
F050,-5,Missing: Other
F050,-4,Not asked in survey
F050,-3,Not applicable
F050,-2,No answer
F050,-1,Don´t know
F050,0,No
F050,1,Yes
F050,.a,Don't know
F050,.b,No answer
F050,.c,Not applicable
F050,.d,Not asked in survey
F050,.e,Missing: other
F051,-5,Missing: Other
F051,-4,Not asked in survey
F051,-3,Not applicable
F051,-2,No answer
F051,-1,Don´t know
F051,0,No
F051,1,Yes
F051,.a,Don't know
F051,.b,No answer
F051,.c,Not applicable
F051,.d,Not asked in survey
F051,.e,Missing: other
F052,-5,Missing: Other
F052,-4,Not asked in survey
F052,-3,Not applicable
F052,-2,No answer
F052,-1,Don´t know
F052,0,No
F052,1,Yes
F052,.a,Don't know
F052,.b,No answer
F052,.c,Not applicable
F052,.d,Not asked in survey
F052,.e,Missing: other
F053,-5,Missing: Other
F053,-4,Not asked in survey
F053,-3,Not applicable
F053,-2,No answer
F053,-1,Don´t know
F053,0,No
F053,1,Yes
F053,.a,Don't know
F053,.b,No answer
F053,.c,Not applicable
F053,.d,Not asked in survey
F053,.e,Missing: other
F054,-5,Missing: Other
F054,-4,Not asked in survey
F054,-3,Not applicable
F054,-2,No answer
F054,-1,Don´t know
F054,0,No
F054,1,Yes
F054,.a,Don't know
F054,.b,No answer
F054,.c,Not applicable
F054,.d,Not asked in survey
F054,.e,Missing: other
F055,-5,Missing: Other
F055,-4,Not asked in survey
F055,-3,Not applicable
F055,-2,No answer
F055,-1,Don´t know
F055,0,No
F055,1,Yes
F055,.a,Don't know
F055,.b,No answer
F055,.c,Not applicable
F055,.d,Not asked in survey
F055,.e,Missing: other
F057,-5,Missing: Other
F057,-4,Not asked in survey
F057,-3,Not applicable
F057,-2,No answer
F057,-1,Don´t know
F057,0,No
F057,1,Yes
F057,.a,Don't know
F057,.b,No answer
F057,.c,Not applicable
F057,.d,Not asked in survey
F057,.e,Missing: other
F059,-5,Missing: Other
F059,-4,Not asked in survey
F059,-3,Not applicable
F059,-2,No answer
F059,-1,Don´t know
F059,0,No
F059,1,Yes
F059,.a,Don't know
F059,.b,No answer
F059,.c,Not applicable
F059,.d,Not asked in survey
F059,.e,Missing: other
F060,-5,Missing: Other
F060,-4,Not asked in survey
